title,link,institution,subject,level,prerequisites,language,videotranscript,associatedprograms,associatedskills
None,https://www.edx.org/learn/computer-science/harvard-university-cs50-s-introduction-to-computer-science,None,Computer Science,Introductory,None.,English,English,Professional CertificateinComputer Science for Game DevelopmentProfessional CertificateinComputer Science for Web ProgrammingProfessional CertificateinComputer Science for Artificial IntelligenceProfessional CertificateinComputer Science for Python ProgrammingXSeriesinCS50's AP® Computer Science Principles,"Resource Management, JavaScript (Programming Language), Forensic Sciences, Cryptography, SQL (Programming Language), Finance, Algorithms, Computer Science, HyperText Markup Language (HTML), Data Structures, Python (Programming Language), C (Programming Language), Security Software, Cascading Style Sheets (CSS)"
None,https://www.edx.org/learn/leadership/the-university-of-queensland-becoming-an-effective-leader,None,Communication,Intermediate,English writing/reading proficiency (required) Some experience in managing people (recommended),English,English,MicroMasters®PrograminBusiness Leadership,"Leadership Styles, Empathy, Human Capital, Leadership, Management"
None,https://www.edx.org/learn/python/the-university-of-michigan-programming-for-everybody-getting-started-with-python,None,Computer Science,Introductory,None,English,English,None,"Web Browsers, Python (Programming Language)"
"Educación de calidad paratodos: equidad, inclusión yatención a la diversidad",https://www.edx.org/learn/dei-diversity-equity-inclusion/universidad-autonoma-de-madrid-educacion-de-calidad-para-todos-equidad-inclusion-y-atencion-a-la-diversidad,Universidad Autónoma de Madrid,Education & Teacher Training,Introductory,Ninguno.,Español,Español,None,None
Behavioral Economics andPublic Policy,https://www.edx.org/learn/behavioral-economics/indian-institute-of-management-bangalore-behavioral-economics-and-public-policy,Indian Institute of Management B…,Economics & Finance,Intermediate,Basic understanding of economics is required.,English,English,None,"Decision Making, Psychology, Public Policies, Economics"
VITARA - Compliance RiskManagement,https://www.edx.org/learn/economics/the-international-monetary-fund-vitara-compliance-risk-management,The International Monetary Fund,Economics & Finance,Introductory,Access to a computer with a reliable Internet connection and a Google Chrome web browser is essential.,English,English,None,None
Introduction to MachineLearning on AWS,https://www.edx.org/learn/amazon-web-services-aws/amazon-web-services-introduction-to-machine-learning-on-aws,Amazon Web Services,Computer Science,Introductory,Prior application development experience,English,English,None,None
Global Housing Design,https://www.edx.org/learn/housing/delft-university-of-technology-global-housing-design,Delft University of Technology,Architecture,Intermediate,"Undergraduate-level education in architecture, urban design, or planning;orPrevious knowledge in disciplines that deal with the built environment in general, and the development of housing in particular in social sciences (e.g. art and architectural history, anthropology, sociology) or applied sciences (e.g. civil engineering).",English,English,Professional CertificateinInclusive and Sustainable Cities,"Design Strategies, Animations, Built Environment"
La gestion des ressourceshumaines,https://www.edx.org/learn/human-resources/hec-montreal-la-gestion-des-ressources-humaines,HEC Montréal,Business & Management,Introductory,Aucun.,Français,Français,Professional Certificate inGérer son personnel de façon efficace,"Employee Onboarding, Performance Management, Management, Human Resource Management, Occupational Safety And Health, Planning"
Sustainable ConstructionManagement,https://www.edx.org/learn/construction/the-university-of-maryland-college-park-sustainable-construction-management,"The University of Maryland, CollegePark…",Engineering,Intermediate,None,English,English,Professional CertificateinConstruction Management,"Roofing, Planning, Laser Scanning, Sustainability, Energy Management, Scheduling, Renovation, Document Production, Erosions, Building Design, Management, Critical Path Method (CPM) Scheduling, HVAC, Building Information Modeling, Operations, Construction, Energy Consumption, Green Building, Construction Management"
Vocal RecordingTechnology,https://www.edx.org/learn/audio-engineering/berklee-college-of-music-vocal-recording-technology,Berklee College of Music,Engineering,Introductory,None,English,English,None,"Record Producer, Audio Engineering, Creativity, Equalization, Music Production"
Mi propia huerta orgánica,https://www.edx.org/learn/soil/universidad-nacional-de-cordoba-mi-propia-huerta-organica,Universidad Nacional de Córdoba,Biology & Life Sciences,Introductory,Ninguno,Español,Español,None,"Livelihood, Irrigation (Landscaping And Agriculture), Soil Science"
PyTorch and DeepLearning for DecisionMakers,https://www.edx.org/learn/pytorch/the-linux-foundation-pytorch-and-deep-learning-for-decision-makers,The Linux Foundation,Computer Science,Introductory,None,English,English,None,"Deep Learning, Applications Of Artificial Intelligence, PyTorch (Machine Learning Library), Machine Learning, Business Valuation, Vulnerability, Data Quality, Artificial Intelligence"
Statistics,https://www.edx.org/learn/statistics/delft-university-of-technology-statistics,Delft University of Technology,Math,Intermediate,"Prior knowledge of all the material covered.Some basic calculus will be used, along with some aspects of probability theory: computation of expectation and variance of a random variable with known PDF, the central limit theorem, Bayes’ theorem ... We expect you to be familiar with these topics.This course is a review course. As such we expect that you are already familiar with some basic topics in statistics.",English,English,Professional CertificateinMastering Probability and Statistics,"Statistical Inference, Descriptive Statistics, R (Programming Language), Machine Learning, Statistical Software, Data Science, Basic Math"
EntrepreneurialLeadership Toolbox,https://www.edx.org/learn/entrepreneurship/babson-college-entrepreneurial-leadership-toolbox,Babson College,Business & Management,Advanced,None,English,English,Professional CertificateinEntrepreneurial Mindset and Leadership,"Leadership, Entrepreneurial Leadership"
Financial Development andFinancial Inclusion,https://www.edx.org/learn/financial-management/the-international-monetary-fund-financial-development-and-financial-inclusion,The International Monetary Fund,Economics & Finance,Intermediate,None,English,English,None,"Equity Markets, Financial Technology (FinTech), Financial Market, Investment Banking"
Introduction to the MusicBusiness,https://www.edx.org/learn/music-business/berklee-college-of-music-introduction-to-the-music-business,Berklee College of Music,Business & Management,Introductory,None,English,English,XSeriesinMusic Business: Industry Essentials,Music Industry
Designing and Developingan Online Course,https://www.edx.org/learn/teaching-strategies/university-of-british-columbia-designing-and-developing-an-online-course,University of British Columbia,Education & Teacher Training,Introductory,None,English,English,Professional Certificate inOnline Teaching for Educators: Development and Delivery,"Content Development, Lecturing, Program Design Languages, Instructional Design"
Introducción a laprogramación en C: Tiposde datos y estructuras,https://www.edx.org/learn/c-programming/universidad-autonoma-de-madrid-introduccion-a-la-programacion-en-c-tipos-de-datos-y-estructuras,Universidad Autónoma de Madrid,Computer Science,Introductory,None,Español,Español,Professional Certificate inIntroducción a la programación en C,Computer Science
Music TechnologyFoundations,https://www.edx.org/learn/music-arts/university-of-adelaide-music-technology-foundations,University of Adelaide,Computer Science,Introductory,None,English,English,None,"Electronic Music, MIDI, Music Technology"
European Union Law,https://www.edx.org/learn/law/ku-leuven-european-union-law,KU Leuven,Law,Introductory,"Prior knowledge of EU law is not required to follow this course. A basic understanding of legal terminology and European studies is nevertheless desirable.A good level of English comprehension is required to understand the course materials. However, wherever possible, links to official glossaries are provided throughout the course.",English,English,"Professional Certificate inEuropean Studies: History & Culture, Law and EU Governance",None
Computational Reasoningwith Microsoft Excel,https://www.edx.org/learn/excel/the-national-university-of-singapore-computational-reasoning-with-microsoft-excel,The National University of Singap…,Data Analysis & Statistics,Introductory,None,English,English,None,"Critical Thinking, Computational Tools, Microsoft Excel"
Introducción a la energíasolar fotovoltaica: Elmódulo fotovoltaico,https://www.edx.org/learn/solar-energy/universitat-politecnica-de-valencia-introduccion-a-la-energia-solar-fotovoltaica-el-modulo-fotovoltaico,Universitat Politècnica de València,Engineering,Intermediate,Conocimientos básicos de electricidad.,Español,Español,None,"Energy Production, Electricity, Photovoltaics"
Object-orientedProgramming in Python:Create Your Own Advent…,https://www.edx.org/learn/computer-programming/raspberry-pi-foundation-object-oriented-programming-in-python-create-your-own-adventure-game,Raspberry Pi Foundation,Education & Teacher Training,Advanced,None,English,English,None,None
