title,link,duration,instructor,students
3D Character Design in Nomad Sculpt,https://www.skillshare.com/en/classes/3D-Character-Design-in-Nomad-Sculpt/1353833321,2h 39m,Dave Reed,498 students
How to Make a Succulent Necklace // Jewelry & Sculpting Tutorial,https://www.skillshare.com/en/classes/How-to-Make-a-Succulent-Necklace-Jewelry-Sculpting-Tutorial/533170448,28m,Stephanie Kilgast,880 students
How To Paint Flesh Tones,https://www.skillshare.com/en/classes/How-To-Paint-Flesh-Tones/2142330292,2h 52m,Kristy Gordon,"1,026 students"
The Tools of Digital Illustration | Adobe Photoshop,https://www.skillshare.com/en/classes/The-Tools-of-Digital-Illustration-Adobe-Photoshop/1548899531,1h 44m,Paul Oxborrow ⚡️,"2,896 students"
Acrylic Painting: How To Paint A Monsoon Landscape,https://www.skillshare.com/en/classes/Acrylic-Painting-How-To-Paint-A-Monsoon-Landscape/718113661,1h 14m,Debasree Dey,397 students
Learn to Paint Flowers in Watercolor: A Step-by-Step Floral Painting Exploring Expressive Techniques,https://www.skillshare.com/en/classes/Learn-to-Paint-Flowers-in-Watercolor-A-Step-by-Step-Floral-Painting-Exploring-Expressive-Techniques/99287819,2h 0m,Will Elliston,455 students
Introduction to DaVinci Resolve 17,https://www.skillshare.com/en/classes/Introduction-to-DaVinci-Resolve-17/1719899236,26m,Sjoerd Wess,802 students
Film Photography: Developing & Digitising Black & White Film at Home,https://www.skillshare.com/en/classes/Film-Photography-Developing-Digitising-Black-White-Film-at-Home/409681538,1h 15m,Evgeniya & Dominic Righini-Brand,"1,178 students"
Recycle Your Art: A Fun Mixed Media Approach,https://www.skillshare.com/en/classes/Recycle-Your-Art-A-Fun-Mixed-Media-Approach/1057872723,37m,Gabrielle Brickey,"1,590 students"
An Intro to iPad Art: Part 3 - Adobe Illustrator for the iPad,https://www.skillshare.com/en/classes/An-Intro-to-iPad-Art-Part-3-Adobe-Illustrator-for-the-iPad/1290939689,1h 42m,Amy Bradley,580 students
Watercolor Lettering: Create a Realistic Waterbrush Look Using Procreate,https://www.skillshare.com/en/classes/Watercolor-Lettering-Create-a-Realistic-Waterbrush-Look-Using-Procreate/1916490140,22m,Cristin April Frey,838 students
Portrait Photography for People with Camera Shyness | Gain the Courage to be Captured as You Are!,https://www.skillshare.com/en/classes/Portrait-Photography-for-People-with-Camera-Shyness-Gain-the-Courage-to-be-Captured-as-You-Are/572418106,21m,Lucy Lambriex,"1,531 students"
How to Write Captivating Website Copy that Converts,https://www.skillshare.com/en/classes/How-to-Write-Captivating-Website-Copy-that-Converts/1773217058,1h 37m,Cassandra Le,645 students
DaVinci Resolve 16 Guide to Fusion Effects,https://www.skillshare.com/en/classes/DaVinci-Resolve-16-Guide-to-Fusion-Effects/658482274,2h 18m,Christopher Navarre,979 students
Before The Book Launch: 13 Best Practices,https://www.skillshare.com/en/classes/Before-The-Book-Launch-13-Best-Practices/702637569,22m,Nia Hogan,470 students
Design Your Day: How to be Productive Without Burning Out,https://www.skillshare.com/en/classes/Design-Your-Day-How-to-be-Productive-Without-Burning-Out/112587812,38m,Heather Grace Hanson,834 students
Simulated Laser Cut Paper in Procreate using Brushes w 20 Brushes Included and Instructions for More,https://www.skillshare.com/en/classes/Simulated-Laser-Cut-Paper-in-Procreate-using-Brushes-w-20-Brushes-Included-and-Instructions-for-More/44621067,45m,Delores Naskrent,429 students
Digital painting à la Klimt with Procreate,https://www.skillshare.com/en/classes/Digital-painting-%C3%A0-la-Klimt-with-Procreate/164389667,1h 33m,Cécile Yadro,503 students
Animating Liquid Trails in Adobe Animate,https://www.skillshare.com/en/classes/Animating-Liquid-Trails-in-Adobe-Animate/1449750924,3h 44m,Marvin Te,980 students
Working for Podcasters as Virtual Assistants | An Introduction,https://www.skillshare.com/en/classes/Working-for-Podcasters-as-Virtual-Assistants-An-Introduction/1401715949,1h 28m,Fei Wu,512 students
Blooming Buttercream: Elegant Cake Design,https://www.skillshare.com/en/classes/Blooming-Buttercream-Elegant-Cake-Design/685120592,1h 22m,Amy Kimmel,806 students
Abstract Painting - Using Art Prompts To Be More Creative In Your Work,https://www.skillshare.com/en/classes/Abstract-Painting-Using-Art-Prompts-To-Be-More-Creative-In-Your-Work/655181058,2h 39m,DENISE LOVE,509 students
Character Design for Concept Art,https://www.skillshare.com/en/classes/Character-Design-for-Concept-Art/502744015,2h 17m,Siobhan Twomey,"1,285 students"
Create a Character with a Manga Method,https://www.skillshare.com/en/classes/Create-a-Character-with-a-Manga-Method/180986272,49m,Naomasa Matsuda,638 students
Learn EVERYTHING about Creating Repeat Patterns in Adobe Illustrator,https://www.skillshare.com/en/classes/Learn-EVERYTHING-about-Creating-Repeat-Patterns-in-Adobe-Illustrator/571148619,44m,Kris Ruff,492 students
Photoshop Compositing: Create Like a Pro!,https://www.skillshare.com/en/classes/Photoshop-Compositing-Create-Like-a-Pro/1735602812,43m,Tom Kai,706 students
Put the Art in Artificial Intelligence: Create stunning Digital Art in seconds with AI,https://www.skillshare.com/en/classes/Put-the-Art-in-Artificial-Intelligence-Create-stunning-Digital-Art-in-seconds-with-AI/1726001685,1h 19m,"Jesper Dramsch, PhD","1,122 students"
Abstract Gradients in Adobe Illustrator: A Step-by-Step Guide to Creating Organic Vibrant Artworks,https://www.skillshare.com/en/classes/Abstract-Gradients-in-Adobe-Illustrator-A-Step-by-Step-Guide-to-Creating-Organic-Vibrant-Artworks/470308015,1h 18m,Evgeniya & Dominic Righini-Brand,919 students
Botanical Watercolor Illustrations,https://www.skillshare.com/en/classes/Botanical-Watercolor-Illustrations/395708270,53m,Jennifer H.,915 students
English Literature: Be as Informed as a Literature Graduate,https://www.skillshare.com/en/classes/English-Literature-Be-as-Informed-as-a-Literature-Graduate/1984771349,13h 42m,Eve Williams,"2,063 students"
Morning Yoga: Energizing Wake Up Flow,https://www.skillshare.com/en/classes/Morning-Yoga-Energizing-Wake-Up-Flow/893531278,13m,Yoga With Dakota,"1,498 students"
How to Paint  Eyes -From Sketch to Finish-Step by Step (For beginners),https://www.skillshare.com/en/classes/How-to-Paint-Eyes-From-Sketch-to-Finish-Step-by-Step-For-beginners/221460598,19m,Banashree Das,"1,145 students"
Photoshop In-Depth: Master all of Photoshop's Tools,https://www.skillshare.com/en/classes/Photoshop-In-Depth-Master-all-of-Photoshops-Tools/878284806,5h 5m,"Chad Neuman, Ph.D.",993 students
Quick and Fun Summer Painting: Watermelon Slice,https://www.skillshare.com/en/classes/Quick-and-Fun-Summer-Painting-Watermelon-Slice/1919375880,37m,Nianiani,645 students
Authentic Stitched Felt Applique Art in Procreate With 10 Brushes Included,https://www.skillshare.com/en/classes/Authentic-Stitched-Felt-Applique-Art-in-Procreate-With-10-Brushes-Included/1136320047,1h 1m,Delores Naskrent,461 students
Introduction to Songwriting: A Beginner's Guide to Writing Songs on the Piano,https://www.skillshare.com/en/classes/Introduction-to-Songwriting-A-Beginners-Guide-to-Writing-Songs-on-the-Piano/2057050615,53m,April Keez,"1,228 students"
Start Easy in Watercolor: Nature Painting Made Simple,https://www.skillshare.com/en/classes/Start-Easy-in-Watercolor-Nature-Painting-Made-Simple/1241577409,54m,Natura Illustrata,280 students
"Learn to Paint Ocean, Waves & Beaches using Gouache for 7 days",https://www.skillshare.com/en/classes/Learn-to-Paint-Ocean-Waves-Beaches-using-Gouache-for-7-days/751739982,7h 23m,Payal Sinha,174 students
Advanced Storyboarding Techniques,https://www.skillshare.com/en/classes/Advanced-Storyboarding-Techniques/1278012737,1h 4m,Siobhan Twomey,"1,456 students"
Sing Better Instantly!,https://www.skillshare.com/en/classes/Sing-Better-Instantly/1807257007,45m,Maggie Reneé,"1,570 students"
Maya Modeling Basics : The Coffee Table Composition,https://www.skillshare.com/en/classes/Maya-Modeling-Basics-The-Coffee-Table-Composition/919677073,2h 9m,Nexttut,737 students
"Create Paper Flower Boards for Home Decoration, Gifts or Special Events",https://www.skillshare.com/en/classes/Create-Paper-Flower-Boards-for-Home-Decoration-Gifts-or-Special-Events/934111691,1h 1m,Stella and Martin Anderle,294 students
LinkedIn for Beginners: You Must Know this First on LinkedIn,https://www.skillshare.com/en/classes/LinkedIn-for-Beginners-You-Must-Know-this-First-on-LinkedIn/148182130,53m,Nader Nadernejad,720 students
"Logic Pro X Mixing Course For Beat Makers - Module 2 ""Leveling and EQ""",https://www.skillshare.com/en/classes/Logic-Pro-X-Mixing-Course-For-Beat-Makers-Module-2-Leveling-and-EQ/206777870,43m,Joseph Evans,626 students
Pattern Drawing For Procreate Beginners: A Game of Lines and Shapes,https://www.skillshare.com/en/classes/Pattern-Drawing-For-Procreate-Beginners-A-Game-of-Lines-and-Shapes/1896020926,59m,Larissa Yeung Fung,698 students
Content Marketing: The 4-Step Formula for Converting Leads into Paying Customers,https://www.skillshare.com/en/classes/Content-Marketing-The-4-Step-Formula-for-Converting-Leads-into-Paying-Customers/2003582108,47m,Liz Azyan,709 students
Bends and Blends in Adobe Illustrator - A Graphic Design for Lunch™ Class,https://www.skillshare.com/en/classes/Bends-and-Blends-in-Adobe-Illustrator-A-Graphic-Design-for-Lunch%E2%84%A2-Class/1638213519,44m,Helen Bradley,666 students
Event Timeline for Event Success,https://www.skillshare.com/en/classes/Event-Timeline-for-Event-Success/1862411401,56m,Hanna Ashcraft,889 students
The Piano Chord Ladder | Learn to Play Thousands of Songs,https://www.skillshare.com/en/classes/The-Piano-Chord-Ladder-Learn-to-Play-Thousands-of-Songs/1961174877,1h 3m,Kai F.,"1,501 students"
Pulling the Puddle - Master an essential watercolor technique.,https://www.skillshare.com/en/classes/Pulling-the-Puddle-Master-an-essential-watercolor-technique/1993309148,43m,Chris Carter,494 students
Interior Design: Charging Your Clients,https://www.skillshare.com/en/classes/Interior-Design-Charging-Your-Clients/666448781,35m,Timothy Murenzi,840 students
Photographing Place: Capturing a Landscape in a Single Image,https://www.skillshare.com/en/classes/Photographing-Place-Capturing-a-Landscape-in-a-Single-Image/472678450,22m,Alex Stead,"1,440 students"
10 Illustrator Pen tool and Path Tips in 10 Minutes - A Graphic Design for Lunch™ Class,https://www.skillshare.com/en/classes/10-Illustrator-Pen-tool-and-Path-Tips-in-10-Minutes-A-Graphic-Design-for-Lunch%E2%84%A2-Class/396523950,13m,Helen Bradley,"1,342 students"
Control Your Watercolour Bleeds with Ease! by Pizzle Paints,https://www.skillshare.com/en/classes/Control-Your-Watercolour-Bleeds-with-Ease-by-Pizzle-Paints/1112952044,46m,Pizzle Paints,614 students
Create Elegant Place Cards Using Watercolor and Gold Flakes,https://www.skillshare.com/en/classes/Create-Elegant-Place-Cards-Using-Watercolor-and-Gold-Flakes/647288210,15m,Peggy Dean,"1,863 students"
Learn Adobe Photoshop for Photographers (Beginner to Expert),https://www.skillshare.com/en/classes/Learn-Adobe-Photoshop-for-Photographers-Beginner-to-Expert/1473133147,5h 45m,Simone Ferretti,849 students
Watercolor Birds and Birdhouse in a Snowy Christmas Winter Wonderland,https://www.skillshare.com/en/classes/Watercolor-Birds-and-Birdhouse-in-a-Snowy-Christmas-Winter-Wonderland/419792922,51m,Lavina Agarwal,204 students
Create A Digital Planner Using Adobe InDesign (Free Dated Planner),https://www.skillshare.com/en/classes/Create-A-Digital-Planner-Using-Adobe-InDesign-Free-Dated-Planner/415210307,44m,Janna Uddin,829 students
Watercolor Textures: 8 Easy Techniques To add Quality to your Artwork,https://www.skillshare.com/en/classes/Watercolor-Textures-8-Easy-Techniques-To-add-Quality-to-your-Artwork/75741011,1h 9m,Artjourneywithme Heidi,134 students
Fun and Simple Stickers: Turn Your Drawings into Whimsical Stickers,https://www.skillshare.com/en/classes/Fun-and-Simple-Stickers-Turn-Your-Drawings-into-Whimsical-Stickers/318170796,33m,Nansu Laine,"1,219 students"
Adobe Xd Masterclass - UI / UX Design From Scratch,https://www.skillshare.com/en/classes/Adobe-Xd-Masterclass-UI-UX-Design-From-Scratch/518422721,20h 14m,Aleksandar Cucukovic,"1,049 students"
Smartphone Videography Masterclass: Making the Most out of your Smartphone's Camera,https://www.skillshare.com/en/classes/Smartphone-Videography-Masterclass-Making-the-Most-out-of-your-Smartphones-Camera/29209344,3h 57m,LAMZ,624 students
Timelapse Photography II: The Art of Hyperlapse,https://www.skillshare.com/en/classes/Timelapse-Photography-II-The-Art-of-Hyperlapse/54448763,16m,Ian Norman,"2,429 students"
Easy Night Lights in Acrylic for beginners,https://www.skillshare.com/en/classes/Easy-Night-Lights-in-Acrylic-for-beginners/1941269623,1h 15m,Anu Varikattu,187 students
"Learn French: Grammar, Vocabulary and Conjugation",https://www.skillshare.com/en/classes/Learn-French-Grammar-Vocabulary-and-Conjugation/798279943,3h 36m,Nessrine Tarhini,121 students
Quick & Easy 3D Letters in Procreate,https://www.skillshare.com/en/classes/Quick-Easy-3D-Letters-in-Procreate/117700120,27m,Lisa Long,603 students
VIDEO EDITING IN PREMIERE PRO CC: How to Edit a Restaurant-Client Video START to FINISH,https://www.skillshare.com/en/classes/VIDEO-EDITING-IN-PREMIERE-PRO-CC-How-to-Edit-a-Restaurant-Client-Video-START-to-FINISH/1843168813,1h 38m,Dennis Schrader,"1,665 students"
"Seven Wonders of the World, Travel Tribe Culture Series",https://www.skillshare.com/en/classes/Seven-Wonders-of-the-World-Travel-Tribe-Culture-Series/24130887,5h 21m,Kelsey Betzelberger,150 students
Paper Organization: How to Tame the Paper Clutter,https://www.skillshare.com/en/classes/Paper-Organization-How-to-Tame-the-Paper-Clutter/1048519796,1h 25m,KW Professional Organizers,635 students
The Beginners Guide to Aseprite,https://www.skillshare.com/en/classes/The-Beginners-Guide-to-Aseprite/1588496095,2h 26m,Parker Pierce,"1,184 students"
Hand crochet a blanket without a hook,https://www.skillshare.com/en/classes/Hand-crochet-a-blanket-without-a-hook/1575065242,26m,Cara Corey,"1,344 students"
Membership Mastery: How to grow your creative business with Patreon,https://www.skillshare.com/en/classes/Membership-Mastery-How-to-grow-your-creative-business-with-Patreon/417419687,1h 1m,Patreon,641 students
Drawing and shading Realistic eye,https://www.skillshare.com/en/classes/Drawing-and-shading-Realistic-eye/1707048057,1h 20m,Ritika Sridhar,333 students
Creating a Vintage Camera in Blender and Substance Painter,https://www.skillshare.com/en/classes/Creating-a-Vintage-Camera-in-Blender-and-Substance-Painter/1256330584,2h 15m,Aniket Rawat,631 students
Sony Vegas Pro 15/16 - The Complete Video Editing Masterclass,https://www.skillshare.com/en/classes/Sony-Vegas-Pro-1516-The-Complete-Video-Editing-Masterclass/1592597919,2h 46m,Masuk Sarker Batista,"2,186 students"
A Guide to the Editing Process for Self-Publishers,https://www.skillshare.com/en/classes/A-Guide-to-the-Editing-Process-for-Self-Publishers/1952517480,22m,Nia Hogan,436 students
Book Binding Part 1: How to Create a Pamphlet Stitch Journal or Sketchbook in 15 Minutes,https://www.skillshare.com/en/classes/Book-Binding-Part-1-How-to-Create-a-Pamphlet-Stitch-Journal-or-Sketchbook-in-15-Minutes/1059862775,31m,Shelley Hitz,"1,632 students"
iPad Procreate Basics for beginners,https://www.skillshare.com/en/classes/iPad-Procreate-Basics-for-beginners/1498707125,56m,Angèle Kamp,667 students
Understanding Light and Shadow,https://www.skillshare.com/en/classes/Understanding-Light-and-Shadow/1768911114,1h 18m,Mark Hill,994 students
Head Drawing: Structure & Rhythm,https://www.skillshare.com/en/classes/Head-Drawing-Structure-Rhythm/2124781571,1h 9m,Mark Hill,768 students
Lettering Essentials: From Sketch to Vector,https://www.skillshare.com/en/classes/Lettering-Essentials-From-Sketch-to-Vector/1146927217,1h 39m,Isabella Lion,"1,163 students"
"How to Write a Cover Letter or Motivation Letter (for #1 companies/schools, incl. template)",https://www.skillshare.com/en/classes/How-to-Write-a-Cover-Letter-or-Motivation-Letter-for-1-companiesschools-incl-template/1028800526,1h 1m,Felix Peeters,574 students
Watercolor Sunflower: Embracing a Loose and Expressive Style,https://www.skillshare.com/en/classes/Watercolor-Sunflower-Embracing-a-Loose-and-Expressive-Style/1099329451,1h 3m,Joly Poa,442 students
The art of the proposal: How to create web proposals that win projects,https://www.skillshare.com/en/classes/The-art-of-the-proposal-How-to-create-web-proposals-that-win-projects/212885733,1h 19m,Evan Kimbrell,"1,127 students"
Animating Text and Shapes with Smooth Keyframes using Adobe After Effects,https://www.skillshare.com/en/classes/Animating-Text-and-Shapes-with-Smooth-Keyframes-using-Adobe-After-Effects/317616810,1h 58m,M Jake,365 students
[Agileteka] Agile Scrum from Zero to Hero,https://www.skillshare.com/en/classes/Agileteka-Agile-Scrum-from-Zero-to-Hero/1387564287,1h 35m,Asterios Stamatis,147 students
