,title,level,language,crediteligibility,link
18087,Banking Center in QBO,Beginner,Spanish,No,https://www.skillshare.com/en/classes/Creative-Writing-Crafting-Complex-Characters-Quickly-for-Short-Fiction/1793341571
907,Implementing a Data Warehouse with SQL Server 2012 ,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Master-Your-Artistry-Ultimate-Learning-Resource-For-Creatives/1376734609
3942,Gutenberg Block Development for WordPress,Intermediate,English,No,https://www.skillshare.com/en/classes/Learn-Screenwriting-By-Writing-One-Scene-in-a-Screenplay-Format/391327176
15370,Penny Stocks Masterclass: Trade & Invest Penny Stocks,Beginner,English,Yes,https://www.skillshare.com/en/classes/101-Guide-to-Drawing-Eyes/1656676097
15595,5-in-1 Alternative Assets Masterclass,All Levels,Chinese,Yes,https://www.skillshare.com/en/classes/Watercolor-Moons-Anyone-can-paint-a-Moon-Step-by-step/100237379
3617,Learn Complete Python-3 GUI using Tkinter,All Levels,German,No,https://www.skillshare.com/en/classes/Fundamentals-of-Asana-Project-Management/834830376
14276,CPU Mining Tutorial | Mine Crypto on Free VPS | XMR SUGAR,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Midcentury-Illustrations-in-Procreate/291995487
23012,Effective Problem-solving and Decision-making under Pressure,Intermediate,French,Yes,https://www.skillshare.com/en/classes/FUN-Beginner-Ukulele-Course/1125085780
3806,The Comprehensive Statistics and Data Science with R Course,All Levels,Spanish,No,https://www.skillshare.com/en/classes/Introduction-to-Music-Production-Masterclass/233644993
5550,The Web Development Beginner's Bootcamp,All Levels,Chinese,Yes,https://www.skillshare.com/en/classes/Sports-Action-Photography-For-Beginners-Part-1/1354848319
23377,LinkedIn Blueprint: Become An Influencer,Expert,Chinese,No,https://www.skillshare.com/en/classes/Motion-Graphics-with-Kurzgesagt-%E2%80%93-Part-3/140140401
15648,Practical Pine Script: A Crash Course Into Automated Trading,Beginner,French,No,https://www.skillshare.com/en/classes/Basic-Concepts-Work-Flow-Animation-Timeline-and-Masks-After-Effects-CC-From-Scratch/1589930801
22566,SAP ERP Procurement(P2P) Business Process from scratch,Beginner,German,No,https://www.skillshare.com/en/classes/Watercolor-Workout-Basics-And-Beyond/1064581569
12798,CAPM Course : Certified Associate in Project Management,Expert,French,No,https://www.skillshare.com/en/classes/The-Freelancing-Guide-The-Secret-to-Strong-Client-Relationships/1741040050
6384,HTML for beginners,All Levels,Chinese,Yes,https://www.skillshare.com/en/classes/Marvelous-Designer-and-MayaCloth-Animation-Workflow/1559274709
19077,"Full Stack Project: Spring Boot 2.0, ReactJS, Redux",Intermediate,English,Yes,https://www.skillshare.com/en/classes/Illustrated-Maps-in-Procreate/1147438063
11031,Change Management for leaders: Lead like a lion,Intermediate,Chinese,Yes,https://www.skillshare.com/en/classes/Introduction-to-UX-Writing-How-to-Write-Great-Microcopy/1879857812
2727,Python 3 for Beginners | Learn by Creating a Simple Game,Beginner,German,Yes,https://www.skillshare.com/en/classes/Design-Habits-That-Last-Self-Compassionate-Habit-Building/1171545783
11272,Knowledge Management,All Levels,German,Yes,https://www.skillshare.com/en/classes/70-Procreate-Shortcuts-in-15-Minutes-Learn-Gestures-to-Improve-Your-Workflow/2122820188
11924,Salesforce Commerce Cloud ( Demandware ) Head Start,Beginner,English,No,https://www.skillshare.com/en/classes/STICKERS-Design-Setup-Slap/622706913
7256,WordPress Security: Secure Your Site Against Hackers!,All Levels,Chinese,No,https://www.skillshare.com/en/classes/Draw-Yourself-in-Procreate-Illustrating-your-Avatar/882323298
17743,2 Lines Forex Strategy,Expert,Spanish,Yes,https://www.skillshare.com/en/classes/Abstract-Organic-iPad-Doodling-Foster-Your-Creativity-with-Play-Experimentation/1484650304
22863,The Complete Business Communication Masterclass,Beginner,French,No,https://www.skillshare.com/en/classes/Procreate-Creating-Repeat-Patterns-on-your-iPad/2097178537
7221,Learn Microsoft SSIS (SQL Server Integration Services),Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/Floral-Illustration-with-Gouache-Painting-flowers-in-two-easy-ways/1613429077
7739,Maya & Unreal: Complete Guide to Fast 3D Animation & Rigging,Beginner,English,No,https://www.skillshare.com/en/classes/Create-A-Seamless-Instagram-Carousel-Post-in-Adobe-Photoshop-Full-Process/1390353769
22606,Microsoft Excel 2021/365 Fundamentals for Beginners,Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/How-to-Choose-Your-Gouache-Your-Guide-to-Gouache-Brands-and-Paints/2100136958
2412,"Modern Android app using Java, MVVM, Dagger2, RxJava &more",Expert,Chinese,No,https://www.skillshare.com/en/classes/Introduction-to-Drawing-in-Perspective/711225210
25578,Essential Energy Care for Empaths,All Levels,French,Yes,https://www.skillshare.com/en/classes/Character-Animation-Design-and-Animate-Your-Original-Character/153511401
22507,Numbers For Mac: Be Like Pro in Apple Numbers or Mac Numbers,All Levels,French,No,https://www.skillshare.com/en/classes/Elegant-Monogram-Lettering-From-Hand-Drawn-Sketch-to-Digital-Styling/179229343
21659,SAP BW/4HANA Certification Training,Expert,German,No,https://www.skillshare.com/en/classes/Abstract-Art-for-your-wall-in-seven-simple-steps/1939881595
3274,The React Testing Library Bootcamp - The Developer Guide,Beginner,German,No,https://www.skillshare.com/en/classes/Learn-Coding-and-Become-a-Software-Developer-A-Step-by-Step-Framework/210925431
16463,QuickBooks Desktop Pro-Personal Tax Tracking Tricks,All Levels,French,Yes,https://www.skillshare.com/en/classes/Unwind-with-Abstract-Forest-Illustrations-in-Watercolor-Ink/1519595599
9736,"Snake Game With Rust, JavaScript, and WebAssembly",Expert,English,No,https://www.skillshare.com/en/classes/Adobe-Lightroom-CC-Landscape-Photography-Master-Class-2022/1236327728
2425,Data Science and Machine Learning For Beginners with Python,Beginner,English,Yes,https://www.skillshare.com/en/classes/Getting-Started-with-a-Botanical-Sketchbook/1848604726
25140,Posing Like A Pro: Create Your Best Portraits Ever! Part 1,Beginner,German,Yes,https://www.skillshare.com/en/classes/How-To-Build-a-Lead-Generating-Sales-Funnel-for-Coaches-Consultants/1640653134
23991,Complete Guide to Zbrush,Beginner,Chinese,Yes,https://www.skillshare.com/en/classes/Norwegian-Grammar-A2-B2-Part-2Verbs-Adverbs-Pronouns-Conjunctions-Prepositions-Interjection/1556217810
6422,CSS Layout Techniques,All Levels,Chinese,Yes,https://www.skillshare.com/en/classes/Live-Encore-Create-Beautiful-Botanical-Patterns/344111647
20038,Python3: From Beginner to Pro,Intermediate,English,No,https://www.skillshare.com/en/classes/Beginner-Acrylic-Painting-Paint-a-Green-Apple/1112992047
12551,Customer Acquisition Cost and Customer Lifetime Value,Beginner,Spanish,No,https://www.skillshare.com/en/classes/Etsy-Template-Shop-Diversify-Your-Income-with-Canva-Templates/557850189
19997,77-728 Microsoft Excel 2016 Expert Certification,Intermediate,German,No,https://www.skillshare.com/en/classes/Pattern-Making-for-Fashion-Design-PART-3-Collars-Necklines-Bias-Necklines-Facing-Button-Ext/1188204249
17651,"Investment Fundamentals: Stocks, ETFs, Cryptocurrencies, etc",Expert,German,Yes,https://www.skillshare.com/en/classes/Color-Grading-Masterclass-DaVinci-Resolve-18/341484638
4036,Django Tutorial: Build Your First App Fast & Free!,Beginner,Chinese,No,https://www.skillshare.com/en/classes/5-Ways-To-Build-An-Art-Business/424969802
25700,Complete Guide to Maschine Mk3,Expert,English,No,https://www.skillshare.com/en/classes/Adobe-XD-App-Design-Prototyping-for-Beginners/98647319
17938,Investing In Direct Participation Oil And Gas Programs,Beginner,French,Yes,https://www.skillshare.com/en/classes/Instagram-Marketing-2023-Grow-Organic-Followers-Naturally/2068114105
6052,Build PHP Hospital System Using CodeIgniter Framework (2022),Expert,Spanish,Yes,https://www.skillshare.com/en/classes/Introduction-to-Digital-Painting-in-Photoshop-Beginners-Guide/85792111
21137,Beginner to Pro in PowerPoint: Complete PowerPoint Training,Expert,Spanish,Yes,https://www.skillshare.com/en/classes/How-to-Master-Digital-Collage-in-Photoshop/511232995
2724,Mastering C++ Standard Library Features,Intermediate,English,Yes,https://www.skillshare.com/en/classes/Textile-Design-Part-1-Design-An-Illustrated-Placement-Print-Illustration-Photoshop-Skills/1672624248
15970,Zoho Accounts Software,Intermediate,French,Yes,https://www.skillshare.com/en/classes/Etiquette-become-confident-in-any-situation/54041542
19589,Practice Exams | Microsoft Azure DP-203 Data Engineering,All Levels,French,No,https://www.skillshare.com/en/classes/How-to-Create-a-PersonalPortfolio-Website/1614574009
16399,Charts Sniper O1 : Options - In-depth essentials,Beginner,English,No,https://www.skillshare.com/en/classes/6-SECRET-Amazon-Product-Launch-Methods-Part-4/1731942421
1215,The Complete HTML & CSS Course - From Novice To Professional,Expert,French,Yes,https://www.skillshare.com/en/classes/Piano-Lessons-for-Beatmakers-and-Music-Producers/32093936
21522,Microsoft Word for Mac - Office 365 on Mac OS,All Levels,Chinese,Yes,https://www.skillshare.com/en/classes/The-Ultimate-Color-Grading-Crash-Course-in-DaVinci-Resolve/329432108
18855,ChatGPT 101: Supercharge Your Work & Life (750+ Prompts inc),Beginner,German,No,https://www.skillshare.com/en/classes/Creative-Writing-Writing-a-Fantasy-Novel-for-Beginners/167599965
24615,Facebook Ads & Facebook Marketing Funnel Crash Course- 2023,All Levels,German,No,https://www.skillshare.com/en/classes/Master-Textures-in-Procreate-with-Your-Own-Brushes-Texture-Overlays/1595003699
2873,How To Create A Web Hosting Business - WHMCS Tutorial,Beginner,Spanish,No,https://www.skillshare.com/en/classes/Side-Project-Success/14731776
5282,Data science on COVID-19 / CORONA virus spread data,All Levels,English,No,https://www.skillshare.com/en/classes/Wondershare-Filmora-The-Complete-Video-Editing-Course/1357483904
22543,Microsoft Visio 2016,Intermediate,Chinese,No,https://www.skillshare.com/en/classes/INKS-Five-Effects-to-Add-a-Dramatic-Impact-to-Your-Illustration/168179628
10168,Quality Management for Business Excellence,All Levels,French,No,https://www.skillshare.com/en/classes/Essential-Filmmaking-Tool-Apps-for-Pre-production-and-Production/931117461
10312,Advanced Product Management: Leadership & Communication,Intermediate,German,No,https://www.skillshare.com/en/classes/Ultimate-Ableton-Live-9-Part-5-MIDI-Audio-Effects/75263952
3315,Java Programming with Java 8 and OCA OCP Java Exam Prep,Intermediate,English,Yes,https://www.skillshare.com/en/classes/The-Power-of-Procreate-Easy-Tweaks-to-Transform-Your-Floral-Illustrations/1873621213
22901,Complete Time Management Course  Raise Personal Productivity,All Levels,Chinese,No,https://www.skillshare.com/en/classes/The-Canva-Master-Course-for-2022-Beyond-Create-Better-Graphics-Marketing-Assets-in-Less-Time/68433414
606,Learn Complete Front-End Web Development Course (2023),All Levels,English,Yes,https://www.skillshare.com/en/classes/Watercolor-Hand-Lettering-on-Your-iPad-in-Procreate-Free-Brushes-and-Paper-Texture/621192110
4206,How to Dominate ARCore 1.x : Build 9 Augmented Reality Apps,Beginner,Chinese,No,https://www.skillshare.com/en/classes/ArtWorks-Art-Therapy-Enhance-Creativity-Personal-Development/583428933
19068,Apache Flink | A Real Time & Hands-On course on Flink,Intermediate,Spanish,No,https://www.skillshare.com/en/classes/Discover-Your-Art-Style/209652215
13457,The 2022 Marketing Method with Assignments & Case Study!,Expert,Chinese,No,https://www.skillshare.com/en/classes/Digital-Painting-Why-Hard-and-Soft-Edges-will-improve-your-Artwork/1896826007
16498,Complete Fundamental Analysis In Forex Trading Master Course,Expert,Spanish,Yes,https://www.skillshare.com/en/classes/In-Camera-Double-Exposure-Photography/1795386549
22084,Getting Started with SAP HANA Cloud (with your own Instance),Beginner,French,Yes,https://www.skillshare.com/en/classes/Launch-Your-Career-in-Events-Management/613116541
8610,Kubernetes on AWS: Step-By-Step Tutorial for Deployment,Beginner,French,No,https://www.skillshare.com/en/classes/Plan-Your-Creative-Business-Your-Path-To-Creating-Income-As-An-Artist/694252881
10993,Start and Run a successful consulting business,Intermediate,German,Yes,https://www.skillshare.com/en/classes/How-to-schedule-1-week-of-Instagram-posts-in-20-minutes-with-Later-App/1875667127
6070,100 Days Data Science Bootcamp: Build 100 Real Life Projects,All Levels,German,Yes,https://www.skillshare.com/en/classes/Desert-Botanical-Succulent-Watercolor-Painting/1541759976
856,Android N: From Beginner to Paid Professional,Expert,French,Yes,https://www.skillshare.com/en/classes/How-to-Paint-Master-Watercolor-Cacti-Succulents/11719991
1926,iOS 11 and Xcode 9 - Complete Swift 4 & Objective-C Course,Beginner,Spanish,No,https://www.skillshare.com/en/classes/Journalism-101-Introduction-to-News-Writing/1727252815
13332,WordPress essentials Step by Step setup and using Wordpress,Beginner,Spanish,No,https://www.skillshare.com/en/classes/Handwriting-the-Basics-in-Italic-Style/442092024
11808,Infopreneur: Create Information Products and Online Courses,All Levels,English,Yes,https://www.skillshare.com/en/classes/The-Procreate-Watercolor-Masterclass/1161595927
23585,Fusion 360 For Hobbyists and Woodworkers,Beginner,Chinese,No,https://www.skillshare.com/en/classes/Master-Solidworks-3D-CAD-using-real-world-examples-Solidworks-2018-Edition/1231165952
16181,Regulatory Examination RE5 Test Preparation,All Levels,English,Yes,https://www.skillshare.com/en/classes/Fearless-Figure-Drawing-Use-Stick-Figures-to-Draw-Human-Bodies/1978917639
17446,METAVERSE & LEGALITIES,Expert,Spanish,Yes,https://www.skillshare.com/en/classes/How-to-Design-your-Modern-Home-A-Room-by-Room-Guide/1674749109
22495,SAP S/4HANA Sales and Distribution : An end to end Guide,All Levels,Chinese,Yes,https://www.skillshare.com/en/classes/Vision-Sketch-Prep-Tiny-Garden-Beds-Backyard-Abundance-part-1/448954047
5038,Optical Character Recognition (OCR) in Python,All Levels,Chinese,Yes,https://www.skillshare.com/en/classes/Procreate-Brush-Masterclass-Kickstart-your-Lettering-Brushmaking-Addiction/172724069
4097,Learn To Create An Action RPG Game In Unity,Beginner,English,Yes,https://www.skillshare.com/en/classes/Branding-Your-Creative-Business-Social-Media-For-Your-Business/1705588254
24417,Social Media Marketing 2022 - Complete Certificate Course!,Intermediate,French,Yes,https://www.skillshare.com/en/classes/Abstract-Watercolor-Landscapes-Part-2/1434610274
12865,Supply Chain Management in a VUCA World,Intermediate,Spanish,No,https://www.skillshare.com/en/classes/Pitch-Please-Attract-Brands-Boost-Your-Creative-Business/1553821230
12976,Complete Keras Bootcamp For Deep Learning in Python,All Levels,Spanish,No,https://www.skillshare.com/en/classes/Gouache-Landscapes-Painting-4-Simple-Flower-Fields/2002363837
44,"Advanced CSS and Sass: Flexbox, Grid, Animations and More!",Intermediate,Chinese,Yes,https://www.skillshare.com/en/classes/Live-Encore-Hand-Drawn-Animations-in-Procreate-After-Effects/849717723
2812,Pega CSSA Course,Intermediate,German,No,https://www.skillshare.com/en/classes/Affinity-Designer-Vector-Graphic-for-Absolute-Beginners/1658350647
14701,CFA Level 2 - Corporate Finance,Intermediate,French,No,https://www.skillshare.com/en/classes/Coloring-Book-Basics/2096235859
9412,Hands-on .NET Minimal API for Web Developers,Beginner,Chinese,No,https://www.skillshare.com/en/classes/Cinema-4D-and-Octane-GeoBoil-Effect/986457732
11070,Maintenance Management Basics,Beginner,Chinese,No,https://www.skillshare.com/en/classes/Beginners-Guide-to-the-Particle-System-in-Blender-2-9/1932601375
20667,"Agile Scrum Deep Dive, Certification, Jira + Bonus* SAFe",Expert,English,Yes,https://www.skillshare.com/en/classes/Doodles-to-Digital-Design-Learn-Procreate-on-the-iPad/335040419
17379,Complete Investing Course: Ultimate Guide to Picking Stocks!,All Levels,Chinese,Yes,https://www.skillshare.com/en/classes/Pattern-Design-on-the-iPad-Learn-the-Basics-of-the-iOrnament-App/995737
18016,2023 Rapid Credit Repair Blueprint,Expert,French,Yes,https://www.skillshare.com/en/classes/TikTok-for-business-how-to-market-your-business-product-brand-or-event-%E2%80%93-the-basics/2107726326
